#,公式应用,类型,商品,建仓时间,建仓价格,平仓时间,平仓价格,数量,最佳平仓价,最佳平仓时间,最差平仓价,最差平仓时间,浮动盈利,浮动亏损,建仓效率,平仓效率,总效率
618,Ama_CL,多头,880829,2017/11/22 15:00,1604,2017/11/23 15:00,1579,1,1618,2017/11/23 11:30,1579,2017/11/22 15:00,898.46,-3009.28,26.41%,-14.85%,-88.44%
619,Ama_CL,多头,880853,2017/11/21 15:00,836,2017/11/24 10:30,821,1,846,2017/11/22 14:00,821,2017/11/21 15:00,749.85,-1765.12,33.29%,-11.66%,-78.37%
620,Ama_CL,多头,880845,2017/11/21 15:00,2552,2017/11/24 11:30,2521,1,2606,2017/11/23 11:30,2521,2017/11/21 15:00,4540.76,-3911.68,59.39%,-10.55%,-51.16%
621,Ama_CL,多头,880550,2017/11/22 11:30,2464,2017/11/24 14:00,2426,1,2478,2017/11/23 11:30,2399,2017/11/24 10:30,596.31,-7296.04,8.37%,27.31%,-64.32%
622,Ama_CL,多头,880471,2017/11/21 11:30,1853,2017/11/24 14:00,1854,1,1915,2017/11/23 11:30,1852,2017/11/21 15:00,5572.16,-695.8,98.18%,-6.87%,-8.69%
623,Ama_CL,多头,880432,2017/11/21 15:00,1851,2017/11/24 15:00,1952,1,1997,2017/11/23 10:30,1845,2017/11/21 15:00,13938.39,-1195.35,95.84%,69.42%,65.26%
624,Ama_CL,多头,880589,2017/10/26 10:30,1886,2017/11/24 15:00,2008,1,2181,2017/11/22 11:30,1886,2017/10/26 10:30,28804.35,-603.52,100.00%,40.19%,40.19%
625,Ama_CL,多头,880387,2017/9/25 14:00,2663,2017/11/27 10:30,3017,1,3241,2017/11/22 10:30,2604,2017/9/26 15:00,56852.36,-6731.73,90.60%,64.37%,54.97%
626,Ama_CL,多头,880847,2017/9/29 14:00,1856,2017/11/27 14:00,1989,1,2096,2017/11/22 11:30,1851,2017/9/29 15:00,23353.71,-1125.06,97.77%,55.34%,53.10%
627,Ama_CL,多头,880473,2017/10/17 15:00,1779,2017/11/27 15:00,2103,1,2302,2017/11/21 14:00,1773,2017/10/18 10:30,51672,-1159.33,98.87%,61.94%,60.80%
628,Ama_CL,多头,880826,2017/11/14 15:00,1548,2017/11/28 10:30,1561,1,1617,2017/11/23 11:30,1530,2017/11/16 14:00,6439.53,-2277.5,78.27%,31.49%,9.75%
629,Ama_CL,多头,880883,2017/10/10 14:00,1099,2017/11/28 10:30,1137,1,1189,2017/11/22 11:30,1099,2017/10/10 14:00,8675.85,-351.68,100.00%,39.68%,39.68%
630,Ama_CL,多头,880929,2017/10/30 14:00,1451,2017/11/29 10:30,1568,1,1694,2017/11/22 10:30,1434,2017/11/6 10:30,23791.81,-2195.55,93.20%,50.74%,43.94%
631,Ama_CL,多头,880431,2017/11/24 10:30,790,2017/11/29 11:30,779,1,799,2017/11/27 10:30,779,2017/11/28 10:30,605.82,-1355.03,35.40%,-14.33%,-78.93%
632,Ama_CL,多头,880330,2017/11/29 11:30,1495,2017/12/1 10:30,1460,1,1501,2017/11/29 15:00,1460,2017/11/29 11:30,102.66,-3972.8,2.85%,-12.95%,-110.10%
633,Ama_CL,多头,880301,2017/11/30 10:30,711,2017/12/1 10:30,699,1,717,2017/11/30 14:00,699,2017/11/30 10:30,362.53,-1425.6,23.17%,-14.30%,-91.12%
634,Ama_CL,多头,880505,2017/11/28 10:30,531,2017/12/5 15:00,523,1,562,2017/11/30 10:30,523,2017/11/28 10:30,2920.13,-968.64,78.47%,-4.50%,-26.03%
635,Ama_CL,多头,880922,2017/11/30 14:00,1191,2017/12/5 15:00,1169,1,1209,2017/12/4 10:30,1165,2017/12/5 11:30,1380.06,-2959.99,34.79%,0.24%,-64.97%
636,Ama_CL,多头,880424,2017/12/12 11:30,1746,2017/12/13 11:30,1728,1,1746,2017/12/12 11:30,1728,2017/12/12 11:30,0,-2355.84,-44.91%,-44.44%,-189.35%
637,Ama_CL,多头,880533,2017/12/12 10:30,1412,2017/12/13 15:00,1410,1,1413,2017/12/12 11:30,1398,2017/12/13 10:30,0,-1882.55,-27.90%,69.84%,-58.06%
638,Ama_CL,多头,880577,2017/12/12 10:30,4034,2017/12/14 10:30,4008,1,4037,2017/12/12 11:30,3956,2017/12/13 11:30,0,-9059.44,-14.31%,57.30%,-57.01%
639,Ama_CL,多头,880446,2017/12/11 15:00,1086,2017/12/14 15:00,1083,1,1090,2017/12/14 10:30,1074,2017/12/13 10:30,18.89,-1531.62,1.57%,44.82%,-53.62%
640,Ama_CL,多头,880585,2017/12/5 10:30,1472,2017/12/14 15:00,1476,1,1501,2017/12/12 10:30,1435,2017/12/5 15:00,2432.31,-4207.05,39.36%,59.48%,-1.16%
641,Ama_CL,多头,880557,2017/12/15 11:30,2339,2017/12/15 14:00,2315,1,2339,2017/12/15 11:30,2315,2017/12/15 11:30,0,-3144.64,-45.22%,-44.75%,-189.97%
642,Ama_CL,多头,880547,2017/12/12 10:30,2086,2017/12/15 15:00,2085,1,2119,2017/12/14 14:00,2069,2017/12/13 10:30,2667.13,-2408.72,60.43%,22.19%,-17.39%
643,Ama_CL,多头,880513,2017/12/12 10:30,1386,2017/12/18 10:30,1389,1,1393,2017/12/14 10:30,1374,2017/12/15 15:00,292.3,-1617.64,19.88%,70.32%,-9.79%
644,Ama_CL,多头,880920,2017/12/12 14:00,1567,2017/12/22 11:30,1591,1,1602,2017/12/15 10:30,1553,2017/12/12 15:00,3007.94,-1875.24,68.58%,74.62%,43.20%
645,Ama_CL,多头,880432,2017/12/21 10:30,1971,2017/12/25 10:30,1983,1,1998,2017/12/22 10:30,1961,2017/12/21 11:30,2021.04,-1614.14,67.20%,51.67%,18.86%
646,Ama_CL,多头,880946,2017/12/11 11:30,718,2017/12/25 10:30,720,1,745,2017/12/19 11:30,714,2017/12/11 11:30,2471.91,-655.08,85.28%,13.68%,-1.04%
647,Ama_CL,多头,880572,2017/12/11 15:00,1536,2017/12/26 10:30,1536,1,1595,2017/12/18 10:30,1512,2017/12/13 14:00,5443.97,-2880.7,69.43%,24.30%,-6.27%
648,Ama_CL,多头,880372,2017/12/12 11:30,1880,2017/12/26 11:30,1916,1,1956,2017/12/21 14:00,1867,2017/12/13 10:30,6974.26,-1859.58,84.68%,51.66%,36.33%
649,Ama_CL,多头,880387,2017/12/25 14:00,3119,2017/12/27 10:30,3044,1,3134,2017/12/25 15:00,3044,2017/12/25 14:00,538.45,-8486.08,6.69%,-12.10%,-105.41%
650,Ama_CL,多头,880455,2017/12/21 14:00,979,2017/12/27 15:00,1050,1,1064,2017/12/26 14:00,978,2017/12/22 10:30,8140.17,-398.14,98.96%,83.41%,82.37%
651,Ama_CL,多头,880355,2017/12/19 15:00,1356,2017/12/28 10:30,1364,1,1368,2017/12/27 15:00,1333,2017/12/26 11:30,722.23,-2769.18,23.56%,88.34%,11.90%
652,Ama_CL,多头,880536,2017/12/15 10:30,1080,2017/12/29 10:30,1048,1,1110,2017/12/25 10:30,1039,2017/12/28 10:30,2680.56,-4390.12,39.78%,7.67%,-52.54%
653,Ama_CL,多头,880553,2017/12/29 10:30,1329,2017/12/29 15:00,1323,1,1329,2017/12/29 10:30,1319,2017/12/29 14:00,0,-1419.69,-74.31%,-4.67%,-178.98%
654,Ama_CL,多头,880476,2018/1/2 15:00,1528,2018/1/4 15:00,1537,1,1544,2018/1/3 14:00,1527,2018/1/3 10:30,1064.56,-598.78,90.62%,44.25%,34.87%
655,Ama_CL,多头,880520,2018/1/3 10:30,1220,2018/1/4 15:00,1226,1,1233,2018/1/4 10:30,1220,2018/1/3 10:30,952.45,-390.4,100.00%,21.91%,21.91%
656,Ama_CL,多头,880575,2018/1/3 10:30,1575,2018/1/4 15:00,1609,1,1621,2018/1/4 10:30,1575,2018/1/3 10:30,4084.65,-504,100.00%,70.77%,70.77%
657,Ama_CL,多头,880448,2018/1/4 14:00,3113,2018/1/5 10:30,3084,1,3117,2018/1/4 15:00,3084,2018/1/4 14:00,0,-3891.52,-23.51%,-41.96%,-165.47%
658,Ama_CL,多头,880456,2018/1/3 14:00,2361,2018/1/5 11:30,2349,1,2371,2018/1/4 10:30,2342,2018/1/5 10:30,283.8,-2630.52,13.11%,-3.35%,-90.24%
659,Ama_CL,多头,880951,2018/1/3 10:30,1025,2018/1/5 14:00,1029,1,1037,2018/1/3 14:00,1025,2018/1/3 10:30,903.03,-328,100.00%,7.90%,7.90%
660,Ama_CL,多头,880529,2017/12/27 11:30,5429,2018/1/5 14:00,5445,1,5491,2017/12/28 11:30,5370,2017/12/28 10:30,4499.74,-7650.8,43.13%,55.53%,-1.34%
661,Ama_CL,多头,880533,2018/1/3 14:00,1397,2018/1/5 14:00,1396,1,1400,2018/1/5 10:30,1393,2018/1/4 15:00,0,-895.32,-34.99%,-29.16%,-164.15%
662,Ama_CL,多头,880432,2017/12/27 15:00,2033,2018/1/5 15:00,2114,1,2156,2018/1/4 10:30,2000,2017/12/28 10:30,11624.77,-3985.22,77.65%,72.02%,49.68%
663,Ama_CL,多头,880949,2018/1/3 14:00,923,2018/1/5 15:00,916,1,924,2018/1/3 15:00,916,2018/1/3 14:00,0,-994.24,-35.72%,-56.74%,-192.46%
664,Ama_CL,多头,880507,2018/1/3 11:30,1233,2018/1/5 15:00,1235,1,1244,2018/1/4 11:30,1233,2018/1/3 11:30,670.73,-394.56,100.00%,-29.05%,-29.05%
665,Ama_CL,多头,880954,2018/1/3 14:00,1013,2018/1/8 10:30,1004,1,1020,2018/1/5 10:30,1004,2018/1/3 14:00,361.74,-1222.72,28.64%,-25.43%,-96.80%
666,Ama_CL,多头,880446,2018/1/3 10:30,1090,2018/1/8 11:30,1085,1,1099,2018/1/3 15:00,1083,2018/1/8 10:30,583.71,-1048.68,45.40%,-11.35%,-65.95%
667,Ama_CL,多头,880437,2018/1/3 14:00,1086,2018/1/8 11:30,1080,1,1093,2018/1/5 10:30,1079,2018/1/8 10:30,370.32,-1022.44,35.36%,-25.73%,-90.37%
668,Ama_CL,多头,880577,2018/1/3 14:00,4000,2018/1/8 11:30,3962,1,4010,2018/1/4 15:00,3950,2018/1/8 10:30,0,-6235.05,-6.14%,-2.20%,-108.34%
669,Ama_CL,多头,880594,2018/1/3 11:30,1811,2018/1/8 15:00,1829,1,1838,2018/1/5 14:00,1802,2018/1/4 15:00,2090.2,-1467.1,70.13%,70.72%,40.85%
670,Ama_CL,多头,880571,2018/1/3 11:30,1885,2018/1/9 10:30,1933,1,1948,2018/1/8 10:30,1880,2018/1/3 14:00,5677.73,-1104.4,91.86%,75.91%,67.78%
671,Ama_CL,多头,880431,2018/1/2 10:30,760,2018/1/9 11:30,773,1,779,2018/1/9 10:30,760,2018/1/2 10:30,1688.7,-243.2,100.00%,62.46%,62.46%
672,Ama_CL,多头,880926,2018/1/3 11:30,1173,2018/1/9 11:30,1169,1,1180,2018/1/4 10:30,1166,2018/1/8 10:30,297.56,-1118.16,28.54%,-2.83%,-74.30%
673,Ama_CL,多头,880537,2018/1/3 14:00,955,2018/1/9 14:00,962,1,968,2018/1/9 10:30,954,2018/1/4 10:30,968.36,-436.39,88.07%,47.70%,35.77%
674,Ama_CL,多头,880534,2018/1/3 10:30,1580,2018/1/9 15:00,1604,1,1616,2018/1/5 10:30,1580,2018/1/3 10:30,3065.68,-505.6,100.00%,61.67%,61.67%
675,Ama_CL,多头,880553,2018/1/2 15:00,1338,2018/1/9 15:00,1364,1,1380,2018/1/9 10:30,1338,2018/1/2 15:00,3767.12,-428.16,100.00%,57.54%,57.54%
676,Ama_CL,多头,880372,2018/1/4 15:00,1969,2018/1/10 10:30,1988,1,1994,2018/1/9 15:00,1949,2018/1/8 10:30,1823.99,-2642.85,47.46%,85.50%,32.96%
677,Ama_CL,多头,880355,2018/1/2 11:30,1386,2018/1/10 10:30,1366,1,1396,2018/1/2 15:00,1366,2018/1/2 11:30,516.94,-2440.32,20.51%,-17.35%,-96.83%
678,Ama_CL,多头,880600,2017/12/25 10:30,963,2018/1/10 10:30,1042,1,1046,2018/1/9 10:30,942,2017/12/26 11:30,7947.6,-2365.86,79.38%,96.32%,75.70%
679,Ama_CL,多头,880521,2017/12/29 10:30,756,2018/1/10 11:30,778,1,786,2018/1/8 14:00,749,2017/12/29 14:00,2723.33,-919.83,80.02%,77.41%,57.43%
680,Ama_CL,多头,880911,2018/1/3 14:00,1818,2018/1/10 14:00,1809,1,1828,2018/1/8 11:30,1803,2018/1/5 10:30,368.72,-2045.41,20.07%,-0.65%,-80.58%
681,Ama_CL,多头,880546,2018/1/5 11:30,2125,2018/1/10 14:00,2101,1,2131,2018/1/9 15:00,2101,2018/1/5 11:30,0,-3076.16,-4.16%,-29.13%,-133.29%
682,Ama_CL,多头,880925,2018/1/4 14:00,1185,2018/1/10 14:00,1192,1,1221,2018/1/9 10:30,1185,2018/1/4 14:00,3174.11,-379.2,100.00%,10.07%,10.07%
683,Ama_CL,多头,880922,2018/1/2 15:00,1186,2018/1/10 14:00,1213,1,1236,2018/1/8 14:00,1185,2018/1/2 15:00,4628.45,-525.29,96.94%,51.57%,48.51%
684,Ama_CL,多头,880424,2018/1/2 11:30,1754,2018/1/10 14:00,1813,1,1842,2018/1/9 10:30,1743,2018/1/2 14:00,8193.68,-1661.52,88.13%,69.19%,57.32%
685,Ama_CL,多头,880550,2018/1/2 14:00,2477,2018/1/10 14:00,2647,1,2686,2018/1/8 14:00,2477,2018/1/2 14:00,20102.87,-792.64,100.00%,80.49%,80.49%
686,Ama_CL,多头,880910,2018/1/2 14:00,1463,2018/1/10 15:00,1510,1,1552,2018/1/9 10:30,1463,2018/1/2 14:00,8446.55,-468.16,100.00%,50.01%,50.01%
687,Ama_CL,多头,880330,2017/12/15 10:30,1515,2018/1/10 15:00,1656,1,1726,2018/1/9 10:30,1497,2017/12/18 10:30,20567.46,-2296.9,91.88%,68.84%,60.72%
688,Ama_CL,多头,880912,2018/1/5 14:00,1653,2018/1/11 10:30,1656,1,1660,2018/1/10 14:00,1635,2018/1/9 15:00,120,-2368.01,6.11%,82.22%,-11.68%
689,Ama_CL,多头,880482,2018/1/2 10:30,1732,2018/1/11 10:30,1904,1,1940,2018/1/10 10:30,1732,2018/1/2 10:30,20227.46,-554.24,100.00%,82.16%,82.16%
690,Ama_CL,多头,880344,2018/1/3 10:30,1247,2018/1/11 10:30,1264,1,1314,2018/1/8 14:00,1247,2018/1/3 10:30,6272.26,-399.04,100.00%,20.70%,20.70%
691,Ama_CL,多头,880807,2018/1/5 15:00,1401,2018/1/11 10:30,1387,1,1415,2018/1/8 15:00,1381,2018/1/10 14:00,946.44,-2446.12,32.08%,5.36%,-62.57%
692,Ama_CL,多头,880584,2018/1/2 15:00,1732,2018/1/11 11:30,1743,1,1790,2018/1/5 10:30,1732,2018/1/2 15:00,5258.44,-554.24,100.00%,10.35%,10.35%
693,Ama_CL,多头,880909,2017/12/29 15:00,1240,2018/1/11 14:00,1269,1,1285,2018/1/8 15:00,1240,2017/12/29 15:00,4115.97,-396.8,100.00%,60.70%,60.70%
694,Ama_CL,多头,880414,2018/1/4 14:00,1071,2018/1/11 14:00,1075,1,1095,2018/1/8 14:00,1069,2018/1/10 14:00,2024.49,-552.38,90.59%,11.95%,2.53%
695,Ama_CL,多头,880581,2017/12/20 10:30,2213,2018/1/11 14:00,2239,1,2289,2018/1/3 15:00,2193,2017/12/26 11:30,6883.67,-2737.92,77.17%,43.99%,21.16%
696,Ama_CL,多头,880919,2018/1/3 10:30,1565,2018/1/11 14:00,1597,1,1627,2018/1/9 10:30,1565,2018/1/3 10:30,5704.26,-500.8,100.00%,47.23%,47.23%
697,Ama_CL,多头,880335,2018/1/3 10:30,1276,2018/1/11 15:00,1291,1,1303,2018/1/8 14:00,1276,2018/1/3 10:30,2255.42,-408.32,100.00%,48.30%,48.30%
698,Ama_CL,多头,880902,2018/1/3 14:00,2113,2018/1/11 15:00,2093,1,2123,2018/1/4 10:30,2065,2018/1/11 10:30,353.2,-5450.52,6.87%,41.16%,-51.97%
699,Ama_CL,多头,880513,2018/1/3 10:30,1410,2018/1/11 15:00,1459,1,1468,2018/1/10 10:30,1410,2018/1/3 10:30,5292.6,-451.2,100.00%,83.91%,83.91%
700,Ama_CL,多头,880572,2018/1/4 11:30,1540,2018/1/11 15:00,1557,1,1561,2018/1/10 10:30,1532,2018/1/8 10:30,1574.89,-1276.54,66.70%,84.31%,51.01%
701,Ama_CL,多头,880578,2018/1/3 11:30,2600,2018/1/11 15:00,2582,1,2618,2018/1/8 11:30,2559,2018/1/11 10:30,977.11,-4912.47,19.27%,28.88%,-51.85%
702,Ama_CL,多头,880351,2017/12/13 11:30,1411,2018/1/12 10:30,1601,1,1649,2018/1/9 15:00,1390,2017/12/21 10:30,23347.34,-2561.14,91.69%,81.03%,72.72%
703,Ama_CL,多头,880549,2018/1/2 14:00,1213,2018/1/12 10:30,1268,1,1310,2018/1/10 10:30,1209,2018/1/2 15:00,9282.34,-773.54,96.00%,56.78%,52.78%
704,Ama_CL,多头,880586,2018/1/8 10:30,1477,2018/1/12 11:30,1498,1,1502,2018/1/12 10:30,1465,2018/1/11 11:30,1978.43,-1637.77,62.86%,88.74%,51.60%
705,Ama_CL,多头,880540,2018/1/8 10:30,1449,2018/1/12 11:30,1453,1,1460,2018/1/9 14:00,1440,2018/1/10 14:00,586.64,-1401.18,38.41%,57.37%,-4.21%
706,Ama_CL,多头,880587,2018/1/3 11:30,2216,2018/1/12 14:00,2207,1,2254,2018/1/10 10:30,2207,2018/1/12 11:30,3070.83,-1630.64,76.86%,-17.10%,-40.24%
707,Ama_CL,多头,880447,2018/1/2 14:00,631,2018/1/12 14:00,635,1,654,2018/1/8 14:00,628,2018/1/2 15:00,2131.34,-488.46,88.12%,20.05%,8.16%
708,Ama_CL,多头,880324,2017/12/29 15:00,737,2018/1/15 10:30,760,1,771,2018/1/8 14:00,737,2017/12/29 15:00,3132.76,-235.84,100.00%,65.77%,65.77%
709,Ama_CL,多头,880539,2018/1/3 15:00,1815,2018/1/15 10:30,1836,1,1850,2018/1/10 10:30,1810,2018/1/4 10:30,2926.58,-1078,85.44%,58.82%,44.25%
710,Ama_CL,多头,880954,2018/1/11 15:00,1030,2018/1/15 10:30,1008,1,1031,2018/1/12 10:30,1008,2018/1/11 15:00,0,-2526.08,-11.19%,-16.28%,-127.47%
711,Ama_CL,多头,880455,2018/1/11 10:30,1039,2018/1/15 11:30,1023,1,1041,2018/1/11 11:30,996,2018/1/15 10:30,0,-4634.59,-2.22%,56.51%,-45.71%
712,Ama_CL,多头,880535,2018/1/2 14:00,704,2018/1/15 11:30,692,1,729,2018/1/10 11:30,692,2018/1/15 10:30,2231.78,-1438.34,64.71%,-5.99%,-41.27%
713,Ama_CL,多头,880505,2017/12/28 11:30,547,2018/1/15 15:00,566,1,591,2018/1/8 14:00,547,2017/12/28 11:30,4231.9,-175.04,100.00%,40.69%,40.69%
714,Ama_CL,多头,880842,2018/1/4 11:30,2854,2018/1/15 15:00,2838,1,2913,2018/1/10 10:30,2834,2018/1/15 14:00,4945.32,-2949.01,70.77%,-6.70%,-35.93%
715,Ama_CL,多头,880946,2018/1/3 14:00,725,2018/1/16 11:30,790,1,840,2018/1/11 14:00,723,2018/1/3 15:00,11264.58,-394.74,98.57%,56.19%,54.76%
716,Ama_CL,多头,880301,2017/12/21 11:30,669,2018/1/16 11:30,707,1,772,2018/1/8 14:00,667,2017/12/26 11:30,10022.52,-414.76,98.03%,36.98%,35.01%
717,Ama_CL,多头,880390,2018/1/2 15:00,1709,2018/1/16 14:00,1708,1,1747,2018/1/12 11:30,1698,2018/1/15 15:00,3260.02,-1695.04,73.89%,11.45%,-14.66%
718,Ama_CL,多头,880569,2018/1/11 10:30,2444,2018/1/16 14:00,2419,1,2479,2018/1/11 15:00,2390,2018/1/16 10:30,2738.28,-6183.43,33.57%,26.24%,-40.19%
719,Ama_CL,多头,880545,2018/1/12 14:00,2154,2018/1/16 15:00,2091,1,2154,2018/1/12 14:00,2080,2018/1/15 15:00,0,-8111.4,-10.20%,6.91%,-103.29%
720,Ama_CL,多头,880350,2018/1/4 14:00,1418,2018/1/17 15:00,1442,1,1472,2018/1/12 10:30,1418,2018/1/5 10:30,4906.64,-476.72,99.53%,39.87%,39.40%
721,Ama_CL,多头,880835,2017/12/15 10:30,1637,2018/1/18 15:00,1770,1,1833,2018/1/15 10:30,1612,2017/12/15 15:00,19006.86,-3030.82,88.31%,70.95%,59.26%
722,Ama_CL,多头,880927,2018/1/9 14:00,1533,2018/1/18 15:00,1524,1,1560,2018/1/16 14:00,1520,2018/1/18 14:00,2214.11,-1767.51,63.35%,-3.09%,-39.74%
723,Ama_CL,多头,880557,2018/1/8 10:30,2334,2018/1/19 10:30,2325,1,2396,2018/1/15 10:30,2317,2018/1/8 14:00,5490.12,-2409.21,76.70%,0.31%,-22.99%
724,Ama_CL,多头,880400,2018/1/8 11:30,1939,2018/1/19 14:00,1951,1,1988,2018/1/15 10:30,1937,2018/1/8 14:00,4235.74,-828.15,95.31%,17.68%,13.00%
725,Ama_CL,多头,880929,2018/1/8 11:30,1636,2018/1/22 11:30,1655,1,1706,2018/1/15 11:30,1609,2018/1/12 10:30,6500.22,-3181.26,70.91%,44.07%,14.98%
726,Ama_CL,多头,880594,2018/1/19 10:30,1838,2018/1/22 14:00,1833,1,1844,2018/1/19 11:30,1822,2018/1/22 10:30,19.87,-2202.57,1.21%,32.46%,-66.32%
727,Ama_CL,多头,880550,2018/1/17 14:00,2687,2018/1/23 11:30,2778,1,2795,2018/1/23 10:30,2687,2018/1/17 14:00,9949.84,-859.84,100.00%,82.67%,82.67%
728,Ama_CL,多头,880473,2018/1/16 11:30,2118,2018/1/24 11:30,2079,1,2177,2018/1/18 10:30,2079,2018/1/16 11:30,5211.8,-4571.52,57.16%,-7.30%,-50.14%
729,Ama_CL,多头,880471,2018/1/2 14:00,1866,2018/1/25 14:00,2119,1,2188,2018/1/24 14:00,1846,2018/1/2 15:00,31595.28,-2575.94,94.09%,79.35%,73.44%
730,Ama_CL,多头,880547,2018/1/25 10:30,1944,2018/1/26 14:00,1934,1,1968,2018/1/25 11:30,1933,2018/1/26 10:30,1733.15,-1759.26,60.30%,-16.69%,-56.38%
731,Ama_CL,多头,880513,2018/1/23 11:30,1491,2018/1/26 14:00,1494,1,1512,2018/1/25 10:30,1488,2018/1/26 10:30,1588.56,-764.66,84.63%,5.91%,-9.46%
732,Ama_CL,多头,880549,2018/1/24 15:00,1293,2018/1/26 15:00,1315,1,1332,2018/1/25 10:30,1293,2018/1/24 15:00,3518.94,-413.76,100.00%,50.66%,50.66%
733,Ama_CL,多头,880951,2018/1/25 14:00,1021,2018/1/26 15:00,1015,1,1024,2018/1/25 15:00,1013,2018/1/26 14:00,0,-1137.42,-7.99%,-14.93%,-122.92%
734,Ama_CL,多头,880954,2018/1/24 11:30,1009,2018/1/26 15:00,1021,1,1038,2018/1/25 10:30,1009,2018/1/24 11:30,2599.44,-322.88,100.00%,33.67%,33.67%
735,Ama_CL,多头,880380,2017/12/12 15:00,2607,2018/1/29 10:30,3060,1,3147,2018/1/15 10:30,2595,2017/12/13 10:30,53080.36,-2062.27,97.73%,84.01%,81.74%
736,Ama_CL,多头,880946,2018/1/25 14:00,800,2018/1/29 10:30,789,1,800,2018/1/25 14:00,788,2018/1/26 10:30,0,-1466.06,-26.72%,-14.65%,-141.37%
737,Ama_CL,多头,880546,2018/1/26 10:30,2088,2018/1/29 11:30,2065,1,2094,2018/1/26 14:00,2065,2018/1/26 10:30,0,-2964.48,-2.00%,-29.26%,-131.26%
738,Ama_CL,多头,880430,2018/1/26 10:30,1209,2018/1/29 11:30,1202,1,1212,2018/1/29 10:30,1202,2018/1/26 10:30,0,-1085.76,-6.12%,-58.22%,-164.34%
739,Ama_CL,多头,880418,2018/1/23 15:00,1481,2018/1/29 11:30,1521,1,1555,2018/1/25 10:30,1478,2018/1/24 10:30,6949.18,-756.47,96.08%,52.58%,48.66%
740,Ama_CL,多头,880472,2018/1/18 14:00,1420,2018/1/29 11:30,1492,1,1527,2018/1/24 15:00,1417,2018/1/18 15:00,10191.54,-739.94,97.27%,67.00%,64.27%
741,Ama_CL,多头,880507,2018/1/25 11:30,1214,2018/1/29 11:30,1206,1,1226,2018/1/25 14:00,1206,2018/1/25 11:30,814.59,-1187.2,50.41%,-23.88%,-73.47%
742,Ama_CL,多头,880599,2017/12/12 10:30,1658,2018/1/29 14:00,1718,1,1787,2018/1/24 14:00,1625,2017/12/18 11:30,12355.78,-3836.26,78.84%,56.00%,34.84%
743,Ama_CL,多头,880355,2018/1/25 10:30,1375,2018/1/29 15:00,1350,1,1385,2018/1/25 11:30,1350,2018/1/25 10:30,525.45,-2936,17.34%,-14.26%,-96.92%
744,Ama_CL,多头,880553,2018/1/25 14:00,1355,2018/1/29 15:00,1357,1,1366,2018/1/29 10:30,1339,2018/1/26 10:30,663.64,-2059.99,28.91%,60.89%,-10.19%
745,Ama_CL,多头,880476,2018/1/17 15:00,1551,2018/1/30 11:30,1592,1,1629,2018/1/29 10:30,1543,2018/1/18 10:30,7263.24,-1258.1,90.48%,54.33%,44.81%
746,Ama_CL,多头,880482,2018/1/12 14:00,1926,2018/1/30 11:30,1972,1,2064,2018/1/24 10:30,1917,2018/1/15 10:30,13153.6,-1536.84,93.44%,34.81%,28.25%
747,Ama_CL,多头,880857,2018/1/5 11:30,970,2018/1/30 11:30,976,1,1001,2018/1/26 15:00,966,2018/1/8 10:30,2831.56,-703.77,87.77%,21.18%,8.95%
748,Ama_CL,多头,880572,2018/1/22 14:00,1583,2018/1/30 11:30,1604,1,1620,2018/1/25 10:30,1567,2018/1/29 15:00,3150.58,-2124.97,65.99%,67.31%,33.31%
749,Ama_CL,多头,880912,2018/1/24 11:30,1675,2018/1/30 14:00,1667,1,1730,2018/1/25 10:30,1665,2018/1/30 10:30,4917.26,-1491.46,83.69%,-6.40%,-22.72%
750,Ama_CL,多头,880421,2018/1/25 11:30,1461,2018/1/30 14:00,1455,1,1466,2018/1/29 10:30,1449,2018/1/30 10:30,44.66,-1666.6,3.58%,10.93%,-85.49%
751,Ama_CL,多头,880424,2018/1/16 14:00,1857,2018/1/30 14:00,1885,1,1937,2018/1/29 10:30,1844,2018/1/17 10:30,7423.92,-1859.21,85.40%,39.92%,25.32%
752,Ama_CL,多头,880414,2018/1/26 10:30,1092,2018/1/30 15:00,1087,1,1100,2018/1/29 10:30,1084,2018/1/29 15:00,414.34,-1172.12,33.42%,-1.88%,-68.46%
753,Ama_CL,多头,880853,2018/1/5 10:30,827,2018/1/30 15:00,866,1,897,2018/1/29 10:30,826,2018/1/5 11:30,6762.1,-352.5,98.71%,54.26%,52.98%
754,Ama_CL,多头,880829,2017/12/27 15:00,1558,2018/1/30 15:00,1753,1,1819,2018/1/29 10:30,1546,2017/12/28 10:30,25526.73,-1661.7,95.63%,75.44%,71.07%
755,Ama_CL,多头,880539,2018/1/26 10:30,1854,2018/1/30 15:00,1815,1,1866,2018/1/29 10:30,1815,2018/1/26 10:30,623.76,-4487.04,13.77%,-12.82%,-99.05%
756,Ama_CL,多头,880536,2018/1/25 11:30,1072,2018/1/31 10:30,1031,1,1073,2018/1/26 10:30,1031,2018/1/25 11:30,0,-4436.48,-5.48%,-8.47%,-113.95%
757,Ama_CL,多头,880431,2018/1/22 14:00,776,2018/1/31 11:30,776,1,806,2018/1/25 14:00,771,2018/1/23 11:30,2782.82,-785.46,83.78%,8.75%,-7.48%
758,Ama_CL,多头,880452,2018/1/23 10:30,1328,2018/1/31 11:30,1322,1,1418,2018/1/29 10:30,1315,2018/1/31 10:30,8588.6,-1740.86,86.68%,2.99%,-10.33%
