#,公式应用,类型,商品,建仓时间,建仓价格,平仓时间,平仓价格,数量,交易成本,净利,累计净利,收益率,累计收益率
607,Ama_CL,多头,880301,2017/11/13 10:30,666,2017/11/21 11:30,686,1,216.32,1783.68,1586974.72,2.68%,994.65%
608,Ama_CL,多头,880945,2017/9/29 14:00,1249,2017/11/21 11:30,1359,1,417.28,10582.72,1597557.44,8.47%,1003.12%
609,Ama_CL,多头,880835,2017/10/11 11:30,1514,2017/11/21 11:30,1687,1,512.16,16787.84,1614345.28,11.09%,1014.21%
610,Ama_CL,多头,880536,2017/11/20 10:30,1043,2017/11/21 11:30,1084,1,340.32,3759.68,1618104.96,3.60%,1017.82%
611,Ama_CL,多头,880530,2017/11/10 11:30,1553,2017/11/21 14:00,1582,1,501.6,2398.4,1620503.36,1.54%,1019.36%
612,Ama_CL,多头,880380,2017/9/14 15:00,2110,2017/11/21 15:00,2706,1,770.56,58829.44,1679332.8,27.88%,1047.24%
613,Ama_CL,多头,880506,2017/11/9 10:30,1609,2017/11/21 15:00,1720,1,532.64,10567.36,1689900.16,6.57%,1053.81%
614,Ama_CL,多头,880398,2017/8/18 10:30,2316,2017/11/22 14:00,2559,1,780,23520,1713420.16,10.16%,1063.97%
615,Ama_CL,多头,880476,2017/11/22 11:30,1595,2017/11/23 15:00,1588,1,509.28,-1209.28,1712210.88,-0.76%,1063.21%
616,Ama_CL,多头,880330,2017/11/14 11:30,1379,2017/11/23 15:00,1376,1,440.8,-740.8,1711470.08,-0.54%,1062.67%
617,Ama_CL,多头,880482,2017/11/22 11:30,1750,2017/11/23 15:00,1727,1,556.32,-2856.32,1708613.76,-1.63%,1061.04%
618,Ama_CL,多头,880829,2017/11/22 15:00,1604,2017/11/23 15:00,1579,1,509.28,-3009.28,1705604.48,-1.88%,1059.16%
619,Ama_CL,多头,880853,2017/11/21 15:00,836,2017/11/24 10:30,821,1,265.12,-1765.12,1703839.36,-2.11%,1057.05%
620,Ama_CL,多头,880845,2017/11/21 15:00,2552,2017/11/24 11:30,2521,1,811.68,-3911.68,1699927.68,-1.53%,1055.52%
621,Ama_CL,多头,880550,2017/11/22 11:30,2464,2017/11/24 14:00,2426,1,782.4,-4582.4,1695345.28,-1.86%,1053.66%
622,Ama_CL,多头,880471,2017/11/21 11:30,1853,2017/11/24 14:00,1854,1,593.12,-493.12,1694852.16,-0.27%,1053.39%
623,Ama_CL,多头,880432,2017/11/21 15:00,1851,2017/11/24 15:00,1952,1,608.48,9491.52,1704343.68,5.13%,1058.52%
624,Ama_CL,多头,880589,2017/10/26 10:30,1886,2017/11/24 15:00,2008,1,623.04,11576.96,1715920.64,6.14%,1064.66%
625,Ama_CL,多头,880387,2017/9/25 14:00,2663,2017/11/27 10:30,3017,1,908.8,34491.2,1750411.84,12.95%,1077.61%
626,Ama_CL,多头,880847,2017/9/29 14:00,1856,2017/11/27 14:00,1989,1,615.2,12684.8,1763096.64,6.83%,1084.44%
627,Ama_CL,多头,880473,2017/10/17 15:00,1779,2017/11/27 15:00,2103,1,621.12,31778.88,1794875.52,17.86%,1102.31%
628,Ama_CL,多头,880826,2017/11/14 15:00,1548,2017/11/28 10:30,1561,1,497.44,802.56,1795678.08,0.52%,1102.83%
629,Ama_CL,多头,880883,2017/10/10 14:00,1099,2017/11/28 10:30,1137,1,357.76,3442.24,1799120.32,3.13%,1105.96%
630,Ama_CL,多头,880929,2017/10/30 14:00,1451,2017/11/29 10:30,1568,1,483.04,11216.96,1810337.28,7.73%,1113.69%
631,Ama_CL,多头,880431,2017/11/24 10:30,790,2017/11/29 11:30,779,1,251.04,-1351.04,1808986.24,-1.71%,1111.98%
632,Ama_CL,多头,880330,2017/11/29 11:30,1495,2017/12/1 10:30,1460,1,472.8,-3972.8,1805013.44,-2.66%,1109.32%
633,Ama_CL,多头,880301,2017/11/30 10:30,711,2017/12/1 10:30,699,1,225.6,-1425.6,1803587.84,-2.01%,1107.32%
634,Ama_CL,多头,880505,2017/11/28 10:30,531,2017/12/5 15:00,523,1,168.64,-968.64,1802619.2,-1.82%,1105.49%
635,Ama_CL,多头,880922,2017/11/30 14:00,1191,2017/12/5 15:00,1169,1,377.6,-2577.6,1800041.6,-2.16%,1103.33%
636,Ama_CL,多头,880424,2017/12/12 11:30,1746,2017/12/13 11:30,1728,1,555.84,-2355.84,1797685.76,-1.35%,1101.98%
637,Ama_CL,多头,880533,2017/12/12 10:30,1412,2017/12/13 15:00,1410,1,451.52,-651.52,1797034.24,-0.46%,1101.52%
638,Ama_CL,多头,880577,2017/12/12 10:30,4034,2017/12/14 10:30,4008,1,1286.72,-3886.72,1793147.52,-0.96%,1100.55%
639,Ama_CL,多头,880446,2017/12/11 15:00,1086,2017/12/14 15:00,1083,1,347.04,-647.04,1792500.48,-0.60%,1099.96%
640,Ama_CL,多头,880585,2017/12/5 10:30,1472,2017/12/14 15:00,1476,1,471.68,-71.68,1792428.8,-0.05%,1099.91%
641,Ama_CL,多头,880557,2017/12/15 11:30,2339,2017/12/15 14:00,2315,1,744.64,-3144.64,1789284.16,-1.34%,1098.57%
642,Ama_CL,多头,880547,2017/12/12 10:30,2086,2017/12/15 15:00,2085,1,667.36,-767.36,1788516.8,-0.37%,1098.20%
643,Ama_CL,多头,880513,2017/12/12 10:30,1386,2017/12/18 10:30,1389,1,444,-144,1788372.8,-0.10%,1098.09%
644,Ama_CL,多头,880920,2017/12/12 14:00,1567,2017/12/22 11:30,1591,1,505.28,1894.72,1790267.52,1.21%,1099.30%
645,Ama_CL,多头,880432,2017/12/21 10:30,1971,2017/12/25 10:30,1983,1,632.64,567.36,1790834.88,0.29%,1099.59%
646,Ama_CL,多头,880946,2017/12/11 11:30,718,2017/12/25 10:30,720,1,230.08,-30.08,1790804.8,-0.04%,1099.55%
647,Ama_CL,多头,880572,2017/12/11 15:00,1536,2017/12/26 10:30,1536,1,491.52,-491.52,1790313.28,-0.32%,1099.23%
648,Ama_CL,多头,880372,2017/12/12 11:30,1880,2017/12/26 11:30,1916,1,607.36,2992.64,1793305.92,1.59%,1100.82%
649,Ama_CL,多头,880387,2017/12/25 14:00,3119,2017/12/27 10:30,3044,1,986.08,-8486.08,1784819.84,-2.72%,1098.10%
650,Ama_CL,多头,880455,2017/12/21 14:00,979,2017/12/27 15:00,1050,1,324.64,6775.36,1791595.2,6.92%,1105.02%
651,Ama_CL,多头,880355,2017/12/19 15:00,1356,2017/12/28 10:30,1364,1,435.2,364.8,1791960,0.27%,1105.29%
652,Ama_CL,多头,880536,2017/12/15 10:30,1080,2017/12/29 10:30,1048,1,340.48,-3540.48,1788419.52,-3.28%,1102.01%
653,Ama_CL,多头,880553,2017/12/29 10:30,1329,2017/12/29 15:00,1323,1,424.32,-1024.32,1787395.2,-0.77%,1101.24%
654,Ama_CL,多头,880476,2018/1/2 15:00,1528,2018/1/4 15:00,1537,1,490.4,409.6,1787804.8,0.27%,1101.51%
655,Ama_CL,多头,880520,2018/1/3 10:30,1220,2018/1/4 15:00,1226,1,391.36,208.64,1788013.44,0.17%,1101.68%
656,Ama_CL,多头,880575,2018/1/3 10:30,1575,2018/1/4 15:00,1609,1,509.44,2890.56,1790904,1.84%,1103.51%
657,Ama_CL,多头,880448,2018/1/4 14:00,3113,2018/1/5 10:30,3084,1,991.52,-3891.52,1787012.48,-1.25%,1102.26%
658,Ama_CL,多头,880456,2018/1/3 14:00,2361,2018/1/5 11:30,2349,1,753.6,-1953.6,1785058.88,-0.83%,1101.44%
659,Ama_CL,多头,880951,2018/1/3 10:30,1025,2018/1/5 14:00,1029,1,328.64,71.36,1785130.24,0.07%,1101.51%
660,Ama_CL,多头,880529,2017/12/27 11:30,5429,2018/1/5 14:00,5445,1,1739.84,-139.84,1784990.4,-0.03%,1101.48%
661,Ama_CL,多头,880533,2018/1/3 14:00,1397,2018/1/5 14:00,1396,1,446.88,-546.88,1784443.52,-0.39%,1101.09%
662,Ama_CL,多头,880432,2017/12/27 15:00,2033,2018/1/5 15:00,2114,1,663.52,7436.48,1791880,3.66%,1104.75%
663,Ama_CL,多头,880949,2018/1/3 14:00,923,2018/1/5 15:00,916,1,294.24,-994.24,1790885.76,-1.08%,1103.67%
664,Ama_CL,多头,880507,2018/1/3 11:30,1233,2018/1/5 15:00,1235,1,394.88,-194.88,1790690.88,-0.16%,1103.51%
665,Ama_CL,多头,880954,2018/1/3 14:00,1013,2018/1/8 10:30,1004,1,322.72,-1222.72,1789468.16,-1.21%,1102.31%
666,Ama_CL,多头,880446,2018/1/3 10:30,1090,2018/1/8 11:30,1085,1,348,-848,1788620.16,-0.78%,1101.53%
667,Ama_CL,多头,880437,2018/1/3 14:00,1086,2018/1/8 11:30,1080,1,346.56,-946.56,1787673.6,-0.87%,1100.66%
668,Ama_CL,多头,880577,2018/1/3 14:00,4000,2018/1/8 11:30,3962,1,1273.92,-5073.92,1782599.68,-1.27%,1099.39%
669,Ama_CL,多头,880594,2018/1/3 11:30,1811,2018/1/8 15:00,1829,1,582.4,1217.6,1783817.28,0.67%,1100.06%
670,Ama_CL,多头,880571,2018/1/3 11:30,1885,2018/1/9 10:30,1933,1,610.88,4189.12,1788006.4,2.22%,1102.28%
671,Ama_CL,多头,880431,2018/1/2 10:30,760,2018/1/9 11:30,773,1,245.28,1054.72,1789061.12,1.39%,1103.67%
672,Ama_CL,多头,880926,2018/1/3 11:30,1173,2018/1/9 11:30,1169,1,374.72,-774.72,1788286.4,-0.66%,1103.01%
673,Ama_CL,多头,880537,2018/1/3 14:00,955,2018/1/9 14:00,962,1,306.72,393.28,1788679.68,0.41%,1103.42%
674,Ama_CL,多头,880534,2018/1/3 10:30,1580,2018/1/9 15:00,1604,1,509.44,1890.56,1790570.24,1.20%,1104.62%
675,Ama_CL,多头,880553,2018/1/2 15:00,1338,2018/1/9 15:00,1364,1,432.32,2167.68,1792737.92,1.62%,1106.24%
676,Ama_CL,多头,880372,2018/1/4 15:00,1969,2018/1/10 10:30,1988,1,633.12,1266.88,1794004.8,0.64%,1106.88%
677,Ama_CL,多头,880355,2018/1/2 11:30,1386,2018/1/10 10:30,1366,1,440.32,-2440.32,1791564.48,-1.76%,1105.12%
678,Ama_CL,多头,880600,2017/12/25 10:30,963,2018/1/10 10:30,1042,1,320.8,7579.2,1799143.68,7.87%,1112.99%
679,Ama_CL,多头,880521,2017/12/29 10:30,756,2018/1/10 11:30,778,1,245.44,1954.56,1801098.24,2.59%,1115.58%
680,Ama_CL,多头,880911,2018/1/3 14:00,1818,2018/1/10 14:00,1809,1,580.32,-1480.32,1799617.92,-0.81%,1114.76%
681,Ama_CL,多头,880546,2018/1/5 11:30,2125,2018/1/10 14:00,2101,1,676.16,-3076.16,1796541.76,-1.45%,1113.31%
682,Ama_CL,多头,880925,2018/1/4 14:00,1185,2018/1/10 14:00,1192,1,380.32,319.68,1796861.44,0.27%,1113.58%
683,Ama_CL,多头,880922,2018/1/2 15:00,1186,2018/1/10 14:00,1213,1,383.84,2316.16,1799177.6,1.95%,1115.54%
684,Ama_CL,多头,880424,2018/1/2 11:30,1754,2018/1/10 14:00,1813,1,570.72,5329.28,1804506.88,3.04%,1118.58%
685,Ama_CL,多头,880550,2018/1/2 14:00,2477,2018/1/10 14:00,2647,1,819.84,16180.16,1820687.04,6.53%,1125.11%
686,Ama_CL,多头,880910,2018/1/2 14:00,1463,2018/1/10 15:00,1510,1,475.68,4224.32,1824911.36,2.89%,1127.99%
687,Ama_CL,多头,880330,2017/12/15 10:30,1515,2018/1/10 15:00,1656,1,507.36,13592.64,1838504,8.97%,1136.97%
688,Ama_CL,多头,880912,2018/1/5 14:00,1653,2018/1/11 10:30,1656,1,529.44,-229.44,1838274.56,-0.14%,1136.83%
689,Ama_CL,多头,880482,2018/1/2 10:30,1732,2018/1/11 10:30,1904,1,581.76,16618.24,1854892.8,9.59%,1146.42%
690,Ama_CL,多头,880344,2018/1/3 10:30,1247,2018/1/11 10:30,1264,1,401.76,1298.24,1856191.04,1.04%,1147.46%
691,Ama_CL,多头,880807,2018/1/5 15:00,1401,2018/1/11 10:30,1387,1,446.08,-1846.08,1854344.96,-1.32%,1146.15%
692,Ama_CL,多头,880584,2018/1/2 15:00,1732,2018/1/11 11:30,1743,1,556,544,1854888.96,0.31%,1146.46%
693,Ama_CL,多头,880909,2017/12/29 15:00,1240,2018/1/11 14:00,1269,1,401.44,2498.56,1857387.52,2.01%,1148.48%
694,Ama_CL,多头,880414,2018/1/4 14:00,1071,2018/1/11 14:00,1075,1,343.36,56.64,1857444.16,0.05%,1148.53%
695,Ama_CL,多头,880581,2017/12/20 10:30,2213,2018/1/11 14:00,2239,1,712.32,1887.68,1859331.84,0.85%,1149.38%
696,Ama_CL,多头,880919,2018/1/3 10:30,1565,2018/1/11 14:00,1597,1,505.92,2694.08,1862025.92,1.72%,1151.10%
697,Ama_CL,多头,880335,2018/1/3 10:30,1276,2018/1/11 15:00,1291,1,410.72,1089.28,1863115.2,0.85%,1151.96%
698,Ama_CL,多头,880902,2018/1/3 14:00,2113,2018/1/11 15:00,2093,1,672.96,-2672.96,1860442.24,-1.27%,1150.69%
699,Ama_CL,多头,880513,2018/1/3 10:30,1410,2018/1/11 15:00,1459,1,459.04,4440.96,1864883.2,3.15%,1153.84%
700,Ama_CL,多头,880572,2018/1/4 11:30,1540,2018/1/11 15:00,1557,1,495.52,1204.48,1866087.68,0.78%,1154.62%
701,Ama_CL,多头,880578,2018/1/3 11:30,2600,2018/1/11 15:00,2582,1,829.12,-2629.12,1863458.56,-1.01%,1153.61%
702,Ama_CL,多头,880351,2017/12/13 11:30,1411,2018/1/12 10:30,1601,1,481.92,18518.08,1881976.64,13.12%,1166.74%
703,Ama_CL,多头,880549,2018/1/2 14:00,1213,2018/1/12 10:30,1268,1,396.96,5103.04,1887079.68,4.21%,1170.94%
704,Ama_CL,多头,880586,2018/1/8 10:30,1477,2018/1/12 11:30,1498,1,476,1624,1888703.68,1.10%,1172.04%
705,Ama_CL,多头,880540,2018/1/8 10:30,1449,2018/1/12 11:30,1453,1,464.32,-64.32,1888639.36,-0.04%,1172.00%
706,Ama_CL,多头,880587,2018/1/3 11:30,2216,2018/1/12 14:00,2207,1,707.68,-1607.68,1887031.68,-0.73%,1171.27%
707,Ama_CL,多头,880447,2018/1/2 14:00,631,2018/1/12 14:00,635,1,202.56,197.44,1887229.12,0.31%,1171.59%
708,Ama_CL,多头,880324,2017/12/29 15:00,737,2018/1/15 10:30,760,1,239.52,2060.48,1889289.6,2.80%,1174.38%
709,Ama_CL,多头,880539,2018/1/3 15:00,1815,2018/1/15 10:30,1836,1,584.16,1515.84,1890805.44,0.84%,1175.22%
710,Ama_CL,多头,880954,2018/1/11 15:00,1030,2018/1/15 10:30,1008,1,326.08,-2526.08,1888279.36,-2.45%,1172.76%
711,Ama_CL,多头,880455,2018/1/11 10:30,1039,2018/1/15 11:30,1023,1,329.92,-1929.92,1886349.44,-1.86%,1170.91%
712,Ama_CL,多头,880535,2018/1/2 14:00,704,2018/1/15 11:30,692,1,223.36,-1423.36,1884926.08,-2.02%,1168.88%
713,Ama_CL,多头,880505,2017/12/28 11:30,547,2018/1/15 15:00,566,1,178.08,1721.92,1886648,3.15%,1172.03%
714,Ama_CL,多头,880842,2018/1/4 11:30,2854,2018/1/15 15:00,2838,1,910.72,-2510.72,1884137.28,-0.88%,1171.15%
715,Ama_CL,多头,880946,2018/1/3 14:00,725,2018/1/16 11:30,790,1,242.4,6257.6,1890394.88,8.63%,1179.78%
716,Ama_CL,多头,880301,2017/12/21 11:30,669,2018/1/16 11:30,707,1,220.16,3579.84,1893974.72,5.35%,1185.13%
717,Ama_CL,多头,880390,2018/1/2 15:00,1709,2018/1/16 14:00,1708,1,546.72,-646.72,1893328,-0.38%,1184.76%
718,Ama_CL,多头,880569,2018/1/11 10:30,2444,2018/1/16 14:00,2419,1,778.08,-3278.08,1890049.92,-1.34%,1183.42%
719,Ama_CL,多头,880545,2018/1/12 14:00,2154,2018/1/16 15:00,2091,1,679.2,-6979.2,1883070.72,-3.24%,1180.18%
720,Ama_CL,多头,880350,2018/1/4 14:00,1418,2018/1/17 15:00,1442,1,457.6,1942.4,1885013.12,1.37%,1181.54%
721,Ama_CL,多头,880835,2017/12/15 10:30,1637,2018/1/18 15:00,1770,1,545.12,12754.88,1897768,7.79%,1189.34%
722,Ama_CL,多头,880927,2018/1/9 14:00,1533,2018/1/18 15:00,1524,1,489.12,-1389.12,1896378.88,-0.91%,1188.43%
723,Ama_CL,多头,880557,2018/1/8 10:30,2334,2018/1/19 10:30,2325,1,745.44,-1645.44,1894733.44,-0.70%,1187.73%
724,Ama_CL,多头,880400,2018/1/8 11:30,1939,2018/1/19 14:00,1951,1,622.4,577.6,1895311.04,0.30%,1188.02%
725,Ama_CL,多头,880929,2018/1/8 11:30,1636,2018/1/22 11:30,1655,1,526.56,1373.44,1896684.48,0.84%,1188.86%
726,Ama_CL,多头,880594,2018/1/19 10:30,1838,2018/1/22 14:00,1833,1,587.36,-1087.36,1895597.12,-0.59%,1188.27%
727,Ama_CL,多头,880550,2018/1/17 14:00,2687,2018/1/23 11:30,2778,1,874.4,8225.6,1903822.72,3.06%,1191.33%
728,Ama_CL,多头,880473,2018/1/16 11:30,2118,2018/1/24 11:30,2079,1,671.52,-4571.52,1899251.2,-2.16%,1189.17%
729,Ama_CL,多头,880471,2018/1/2 14:00,1866,2018/1/25 14:00,2119,1,637.6,24662.4,1923913.6,13.22%,1202.39%
730,Ama_CL,多头,880547,2018/1/25 10:30,1944,2018/1/26 14:00,1934,1,620.48,-1620.48,1922293.12,-0.83%,1201.56%
731,Ama_CL,多头,880513,2018/1/23 11:30,1491,2018/1/26 14:00,1494,1,477.6,-177.6,1922115.52,-0.12%,1201.44%
732,Ama_CL,多头,880549,2018/1/24 15:00,1293,2018/1/26 15:00,1315,1,417.28,1782.72,1923898.24,1.38%,1202.82%
733,Ama_CL,多头,880951,2018/1/25 14:00,1021,2018/1/26 15:00,1015,1,325.76,-925.76,1922972.48,-0.91%,1201.91%
734,Ama_CL,多头,880954,2018/1/24 11:30,1009,2018/1/26 15:00,1021,1,324.8,875.2,1923847.68,0.87%,1202.78%
735,Ama_CL,多头,880380,2017/12/12 15:00,2607,2018/1/29 10:30,3060,1,906.72,44393.28,1968240.96,17.03%,1219.81%
736,Ama_CL,多头,880946,2018/1/25 14:00,800,2018/1/29 10:30,789,1,254.24,-1354.24,1966886.72,-1.69%,1218.11%
737,Ama_CL,多头,880546,2018/1/26 10:30,2088,2018/1/29 11:30,2065,1,664.48,-2964.48,1963922.24,-1.42%,1216.69%
738,Ama_CL,多头,880430,2018/1/26 10:30,1209,2018/1/29 11:30,1202,1,385.76,-1085.76,1962836.48,-0.90%,1215.80%
739,Ama_CL,多头,880418,2018/1/23 15:00,1481,2018/1/29 11:30,1521,1,480.32,3519.68,1966356.16,2.38%,1218.17%
740,Ama_CL,多头,880472,2018/1/18 14:00,1420,2018/1/29 11:30,1492,1,465.92,6734.08,1973090.24,4.74%,1222.91%
741,Ama_CL,多头,880507,2018/1/25 11:30,1214,2018/1/29 11:30,1206,1,387.2,-1187.2,1971903.04,-0.98%,1221.94%
742,Ama_CL,多头,880599,2017/12/12 10:30,1658,2018/1/29 14:00,1718,1,540.16,5459.84,1977362.88,3.29%,1225.23%
743,Ama_CL,多头,880355,2018/1/25 10:30,1375,2018/1/29 15:00,1350,1,436,-2936,1974426.88,-2.14%,1223.09%
744,Ama_CL,多头,880553,2018/1/25 14:00,1355,2018/1/29 15:00,1357,1,433.92,-233.92,1974192.96,-0.17%,1222.92%
745,Ama_CL,多头,880476,2018/1/17 15:00,1551,2018/1/30 11:30,1592,1,502.88,3597.12,1977790.08,2.32%,1225.24%
746,Ama_CL,多头,880482,2018/1/12 14:00,1926,2018/1/30 11:30,1972,1,623.68,3976.32,1981766.4,2.06%,1227.31%
747,Ama_CL,多头,880857,2018/1/5 11:30,970,2018/1/30 11:30,976,1,311.36,288.64,1982055.04,0.30%,1227.60%
748,Ama_CL,多头,880572,2018/1/22 14:00,1583,2018/1/30 11:30,1604,1,509.92,1590.08,1983645.12,1.00%,1228.61%
749,Ama_CL,多头,880912,2018/1/24 11:30,1675,2018/1/30 14:00,1667,1,534.72,-1334.72,1982310.4,-0.80%,1227.81%
750,Ama_CL,多头,880421,2018/1/25 11:30,1461,2018/1/30 14:00,1455,1,466.56,-1066.56,1981243.84,-0.73%,1227.08%
751,Ama_CL,多头,880424,2018/1/16 14:00,1857,2018/1/30 14:00,1885,1,598.72,2201.28,1983445.12,1.19%,1228.27%
752,Ama_CL,多头,880414,2018/1/26 10:30,1092,2018/1/30 15:00,1087,1,348.64,-848.64,1982596.48,-0.78%,1227.49%
753,Ama_CL,多头,880853,2018/1/5 10:30,827,2018/1/30 15:00,866,1,270.88,3629.12,1986225.6,4.39%,1231.88%
754,Ama_CL,多头,880829,2017/12/27 15:00,1558,2018/1/30 15:00,1753,1,529.76,18970.24,2005195.84,12.18%,1244.05%
755,Ama_CL,多头,880539,2018/1/26 10:30,1854,2018/1/30 15:00,1815,1,587.04,-4487.04,2000708.8,-2.42%,1241.63%
756,Ama_CL,多头,880536,2018/1/25 11:30,1072,2018/1/31 10:30,1031,1,336.48,-4436.48,1996272.32,-4.14%,1237.49%
757,Ama_CL,多头,880431,2018/1/22 14:00,776,2018/1/31 11:30,776,1,248.32,-248.32,1996024,-0.32%,1237.17%
758,Ama_CL,多头,880452,2018/1/23 10:30,1328,2018/1/31 11:30,1322,1,424,-1024,1995000,-0.77%,1236.40%
759,Ama_CL,多头,880578,2018/1/26 10:30,2606,2018/1/31 11:30,2572,1,828.48,-4228.48,1990771.52,-1.62%,1234.78%
760,Ama_CL,多头,880945,2018/1/5 14:00,1320,2018/1/31 14:00,1350,1,427.2,2572.8,1993344.32,1.95%,1236.73%
761,Ama_CL,多头,880845,2017/12/27 11:30,2522,2018/1/31 14:00,2879,1,864.16,34835.84,2028180.16,13.81%,1250.54%
762,Ama_CL,多头,880847,2017/12/28 10:30,1990,2018/1/31 14:00,2204,1,671.04,20728.96,2048909.12,10.42%,1260.96%
763,Ama_CL,多头,880826,2017/12/28 10:30,1557,2018/1/31 14:00,1788,1,535.2,22564.8,2071473.92,14.49%,1275.45%
764,Ama_CL,多头,880883,2018/1/3 15:00,1165,2018/1/31 14:00,1235,1,384,6616,2078089.92,5.68%,1281.13%
765,Ama_CL,多头,880842,2018/1/25 10:30,2946,2018/1/31 14:00,2918,1,938.24,-3738.24,2074351.68,-1.27%,1279.86%
766,Ama_CL,多头,880387,2018/1/8 15:00,3159,2018/1/31 15:00,3363,1,1043.52,19356.48,2093708.16,6.13%,1285.99%
767,Ama_CL,多头,880591,2018/1/4 11:30,1980,2018/1/31 15:00,2012,1,638.72,2561.28,2096269.44,1.29%,1287.28%
768,Ama_CL,多头,880398,2017/12/13 10:30,2553,2018/2/1 11:30,2569,1,819.52,780.48,2097049.92,0.31%,1287.59%
769,Ama_CL,多头,880941,2018/1/4 15:00,647,2018/2/1 14:00,658,1,208.8,891.2,2097941.12,1.38%,1288.97%
770,Ama_CL,多头,880310,2017/12/28 11:30,879,2018/2/2 14:00,992,1,299.36,11000.64,2108941.76,12.51%,1301.48%
771,Ama_CL,多头,880923,2018/1/5 11:30,956,2018/2/5 10:30,984,1,310.4,2489.6,2111431.36,2.60%,1304.08%
772,Ama_CL,多头,880301,2018/1/25 11:30,747,2018/2/8 14:00,735,1,237.12,-1437.12,2109994.24,-1.92%,1302.16%
773,Ama_CL,多头,880424,2018/2/14 15:00,1795,2018/2/26 14:00,1842,1,581.92,4118.08,2114112.32,2.29%,1304.46%
774,Ama_CL,多头,880550,2018/2/23 10:30,2483,2018/2/27 14:00,2462,1,791.2,-2891.2,2111221.12,-1.16%,1303.29%
775,Ama_CL,多头,880910,2018/2/14 15:00,1388,2018/2/27 15:00,1452,1,454.4,5945.6,2117166.72,4.28%,1307.57%
776,Ama_CL,多头,880380,2018/2/26 10:30,2873,2018/2/27 15:00,2818,1,910.56,-6410.56,2110756.16,-2.23%,1305.34%
777,Ama_CL,多头,880553,2018/2/22 11:30,1241,2018/2/27 15:00,1259,1,400,1400,2112156.16,1.13%,1306.47%
778,Ama_CL,多头,880911,2018/2/27 11:30,1663,2018/2/28 10:30,1638,1,528.16,-3028.16,2109128,-1.82%,1304.65%
779,Ama_CL,多头,880571,2018/2/26 15:00,1743,2018/2/28 10:30,1725,1,554.88,-2354.88,2106773.12,-1.35%,1303.30%
780,Ama_CL,多头,880594,2018/2/22 15:00,1671,2018/2/28 11:30,1697,1,538.88,2061.12,2108834.24,1.23%,1304.53%
781,Ama_CL,多头,880537,2018/2/23 11:30,880,2018/2/28 15:00,890,1,283.2,716.8,2109551.04,0.81%,1305.35%
782,Ama_CL,多头,880476,2018/2/23 10:30,1420,2018/2/28 15:00,1454,1,459.84,2940.16,2112491.2,2.07%,1307.42%
783,Ama_CL,多头,880432,2018/2/26 11:30,1812,2018/2/28 15:00,1841,1,584.48,2315.52,2114806.72,1.28%,1308.70%
784,Ama_CL,多头,880372,2018/2/22 14:00,1889,2018/2/28 15:00,1878,1,602.72,-1702.72,2113104,-0.90%,1307.79%
785,Ama_CL,多头,880925,2018/2/23 10:30,1251,2018/2/28 15:00,1268,1,403.04,1296.96,2114400.96,1.04%,1308.83%
786,Ama_CL,多头,880549,2018/2/26 10:30,1094,2018/3/1 10:30,1082,1,348.16,-1548.16,2112852.8,-1.42%,1307.42%
787,Ama_CL,多头,880455,2018/2/23 15:00,858,2018/3/1 11:30,866,1,275.84,524.16,2113376.96,0.61%,1308.03%
788,Ama_CL,多头,880922,2018/2/26 15:00,1128,2018/3/1 11:30,1122,1,360,-960,2112416.96,-0.85%,1307.18%
789,Ama_CL,多头,880835,2018/2/23 11:30,1754,2018/3/1 14:00,1746,1,560,-1360,2111056.96,-0.78%,1306.40%
790,Ama_CL,多头,880575,2018/2/23 14:00,1415,2018/3/1 14:00,1467,1,461.12,4738.88,2115795.84,3.35%,1309.75%
791,Ama_CL,多头,880456,2018/2/23 14:00,1910,2018/3/1 15:00,1985,1,623.2,6876.8,2122672.64,3.60%,1313.35%
792,Ama_CL,多头,880926,2018/2/13 15:00,1004,2018/3/2 14:00,1055,1,329.44,4770.56,2127443.2,4.75%,1318.10%
793,Ama_CL,多头,880448,2018/2/22 14:00,2995,2018/3/5 10:30,3186,1,988.96,18111.04,2145554.24,6.05%,1324.15%
794,Ama_CL,多头,880520,2018/2/14 15:00,1089,2018/3/5 10:30,1143,1,357.12,5042.88,2150597.12,4.63%,1328.78%
795,Ama_CL,多头,880600,2018/2/23 11:30,929,2018/3/5 11:30,931,1,297.6,-97.6,2150499.52,-0.11%,1328.67%
796,Ama_CL,多头,880563,2018/2/23 10:30,2088,2018/3/5 11:30,2137,1,676,4224,2154723.52,2.02%,1330.70%
797,Ama_CL,多头,880330,2018/2/23 15:00,1613,2018/3/5 15:00,1622,1,517.6,382.4,2155105.92,0.24%,1330.93%
798,Ama_CL,多头,880847,2018/2/23 15:00,2085,2018/3/5 15:00,2040,1,660,-5160,2149945.92,-2.47%,1328.46%
799,Ama_CL,多头,880525,2018/3/1 10:30,1484,2018/3/6 10:30,1503,1,477.92,1422.08,2151368,0.96%,1329.42%
800,Ama_CL,多头,880507,2018/2/23 15:00,1070,2018/3/6 10:30,1146,1,354.56,7245.44,2158613.44,6.77%,1336.19%
801,Ama_CL,多头,880533,2018/2/23 11:30,1224,2018/3/6 10:30,1322,1,407.36,9392.64,2168006.08,7.67%,1343.86%
802,Ama_CL,多头,880580,2018/2/26 14:00,2848,2018/3/6 11:30,2999,1,935.52,14164.48,2182170.56,4.97%,1348.84%
