#,公式应用,类型,商品,建仓时间,建仓价格,平仓时间,平仓价格,数量,交易成本,净利,累计净利,收益率,累计收益率
999,Ama_CL,多头,880520,2018/5/7 15:00,1158,2018/5/14 14:00,1154,1,369.92,-769.92,3050590.4,-0.66%,1910.46%
1000,Ama_CL,多头,880960,2018/4/26 10:30,991,2018/5/14 15:00,1051,1,326.72,5673.28,3056263.68,5.72%,1916.19%
1001,Ama_CL,多头,880330,2018/5/7 11:30,1512,2018/5/15 11:30,1533,1,487.2,1612.8,3057876.48,1.07%,1917.26%
1002,Ama_CL,多头,880406,2018/5/8 11:30,1138,2018/5/15 11:30,1136,1,363.84,-563.84,3057312.64,-0.50%,1916.76%
1003,Ama_CL,多头,880572,2018/5/7 11:30,1469,2018/5/15 11:30,1486,1,472.8,1227.2,3058539.84,0.84%,1917.60%
1004,Ama_CL,多头,880583,2018/5/10 15:00,1981,2018/5/15 14:00,1953,1,629.44,-3429.44,3055110.4,-1.73%,1915.87%
1005,Ama_CL,多头,880446,2018/5/8 14:00,983,2018/5/15 15:00,981,1,314.24,-514.24,3054596.16,-0.52%,1915.34%
1006,Ama_CL,多头,880951,2018/5/8 11:30,915,2018/5/15 15:00,929,1,295.04,1104.96,3055701.12,1.21%,1916.55%
1007,Ama_CL,多头,880565,2018/5/9 11:30,5787,2018/5/15 15:00,5737,1,1843.84,-6843.84,3048857.28,-1.18%,1915.37%
1008,Ama_CL,多头,880473,2018/5/14 14:00,1734,2018/5/16 10:30,1702,1,549.76,-3749.76,3045107.52,-2.16%,1913.20%
1009,Ama_CL,多头,880414,2018/5/11 11:30,966,2018/5/16 11:30,958,1,307.84,-1107.84,3043999.68,-1.15%,1912.06%
1010,Ama_CL,多头,880853,2018/5/9 15:00,753,2018/5/16 15:00,752,1,240.8,-340.8,3043658.88,-0.45%,1911.61%
1011,Ama_CL,多头,880471,2018/5/14 14:00,1835,2018/5/16 15:00,1801,1,581.76,-3981.76,3039677.12,-2.17%,1909.44%
1012,Ama_CL,多头,880829,2018/5/9 11:30,1568,2018/5/17 11:30,1561,1,500.64,-1200.64,3038476.48,-0.77%,1908.67%
1013,Ama_CL,多头,880505,2018/5/11 15:00,532,2018/5/17 14:00,524,1,168.96,-968.96,3037507.52,-1.82%,1906.85%
1014,Ama_CL,多头,880448,2018/5/9 14:00,3017,2018/5/17 14:00,3076,1,974.88,4925.12,3042432.64,1.63%,1908.48%
1015,Ama_CL,多头,880845,2018/5/8 15:00,2585,2018/5/17 15:00,2575,1,825.6,-1825.6,3040607.04,-0.71%,1907.77%
1016,Ama_CL,多头,880928,2018/5/2 14:00,1328,2018/5/17 15:00,1432,1,441.6,9958.4,3050565.44,7.50%,1915.27%
1017,Ama_CL,多头,880826,2018/5/9 15:00,1575,2018/5/18 10:30,1568,1,502.88,-1202.88,3049362.56,-0.76%,1914.51%
1018,Ama_CL,多头,880597,2018/5/16 14:00,1639,2018/5/18 14:00,1629,1,522.88,-1522.88,3047839.68,-0.93%,1913.58%
1019,Ama_CL,多头,880536,2018/4/20 11:30,987,2018/5/18 14:00,983,1,315.2,-715.2,3047124.48,-0.72%,1912.86%
1020,Ama_CL,多头,880920,2018/5/7 10:30,1631,2018/5/18 15:00,1663,1,527.04,2672.96,3049797.44,1.64%,1914.49%
1021,Ama_CL,多头,880372,2018/5/9 10:30,1887,2018/5/21 10:30,1979,1,618.56,8581.44,3058378.88,4.55%,1919.04%
1022,Ama_CL,多头,880902,2018/5/10 11:30,1895,2018/5/21 10:30,1918,1,610.08,1689.92,3060068.8,0.89%,1919.93%
1023,Ama_CL,多头,880581,2018/5/9 14:00,1935,2018/5/21 10:30,1955,1,622.4,1377.6,3061446.4,0.71%,1920.65%
1024,Ama_CL,多头,880591,2018/5/8 10:30,1887,2018/5/21 10:30,1918,1,608.8,2491.2,3063937.6,1.32%,1921.97%
1025,Ama_CL,多头,880847,2018/5/10 10:30,1962,2018/5/21 10:30,1999,1,633.76,3066.24,3067003.84,1.56%,1923.53%
1026,Ama_CL,多头,880883,2018/5/9 15:00,1104,2018/5/21 10:30,1124,1,356.48,1643.52,3068647.36,1.49%,1925.02%
1027,Ama_CL,多头,880835,2018/5/9 11:30,1682,2018/5/21 10:30,1732,1,546.24,4453.76,3073101.12,2.65%,1927.67%
1028,Ama_CL,多头,880534,2018/5/10 10:30,1423,2018/5/21 10:30,1457,1,460.8,2939.2,3076040.32,2.07%,1929.73%
1029,Ama_CL,多头,880513,2018/5/8 14:00,1350,2018/5/21 10:30,1362,1,433.92,766.08,3076806.4,0.57%,1930.30%
1030,Ama_CL,多头,880909,2018/5/14 10:30,1111,2018/5/21 11:30,1137,1,359.68,2240.32,3079046.72,2.02%,1932.31%
1031,Ama_CL,多头,880390,2018/5/9 15:00,1557,2018/5/21 11:30,1596,1,504.48,3395.52,3082442.24,2.18%,1934.50%
1032,Ama_CL,多头,880574,2018/5/10 10:30,2144,2018/5/21 11:30,2194,1,694.08,4305.92,3086748.16,2.01%,1936.50%
1033,Ama_CL,多头,880539,2018/5/10 10:30,1800,2018/5/21 11:30,1812,1,577.92,622.08,3087370.24,0.35%,1936.85%
1034,Ama_CL,多头,880350,2018/5/9 11:30,1350,2018/5/21 14:00,1372,1,435.52,1764.48,3089134.72,1.31%,1938.16%
1035,Ama_CL,多头,880895,2018/5/21 11:30,997,2018/5/22 10:30,994,1,318.56,-618.56,3088516.16,-0.62%,1937.54%
1036,Ama_CL,多头,880575,2018/5/21 15:00,1532,2018/5/22 15:00,1531,1,490.08,-590.08,3087926.08,-0.39%,1937.15%
1037,Ama_CL,多头,880301,2018/5/10 14:00,628,2018/5/23 10:30,617,1,199.2,-1299.2,3086626.88,-2.07%,1935.08%
1038,Ama_CL,多头,880853,2018/5/21 14:00,773,2018/5/23 10:30,759,1,245.12,-1645.12,3084981.76,-2.13%,1932.95%
1039,Ama_CL,多头,880553,2018/5/18 15:00,1207,2018/5/23 11:30,1226,1,389.28,1510.72,3086492.48,1.25%,1934.21%
1040,Ama_CL,多头,880452,2018/5/22 10:30,1248,2018/5/23 14:00,1231,1,396.64,-2096.64,3084395.84,-1.68%,1932.53%
1041,Ama_CL,多头,880600,2018/5/18 14:00,943,2018/5/23 14:00,951,1,303.04,496.96,3084892.8,0.53%,1933.05%
1042,Ama_CL,多头,880910,2018/5/18 10:30,1467,2018/5/23 15:00,1506,1,475.68,3424.32,3088317.12,2.33%,1935.39%
1043,Ama_CL,多头,880533,2018/5/22 11:30,1364,2018/5/23 15:00,1371,1,437.6,262.4,3088579.52,0.19%,1935.58%
1044,Ama_CL,多头,880390,2018/5/22 14:00,1593,2018/5/24 10:30,1578,1,507.36,-2007.36,3086572.16,-1.26%,1934.32%
1045,Ama_CL,多头,880351,2018/5/7 15:00,1377,2018/5/24 10:30,1404,1,444.96,2255.04,3088827.2,1.64%,1935.96%
1046,Ama_CL,多头,880549,2018/5/17 14:00,1091,2018/5/24 10:30,1128,1,355.04,3344.96,3092172.16,3.07%,1939.02%
1047,Ama_CL,多头,880330,2018/5/18 11:30,1594,2018/5/24 11:30,1583,1,508.32,-1608.32,3090563.84,-1.01%,1938.01%
1048,Ama_CL,多头,880847,2018/5/22 11:30,1983,2018/5/24 14:00,1947,1,628.8,-4228.8,3086335.04,-2.13%,1935.88%
1049,Ama_CL,多头,880961,2018/5/22 11:30,1001,2018/5/24 14:00,997,1,319.68,-719.68,3085615.36,-0.72%,1935.16%
1050,Ama_CL,多头,880455,2018/5/21 14:00,884,2018/5/24 15:00,884,1,282.88,-282.88,3085332.48,-0.32%,1934.84%
1051,Ama_CL,多头,880584,2018/5/10 10:30,1579,2018/5/24 15:00,1574,1,504.48,-1004.48,3084328,-0.64%,1934.21%
1052,Ama_CL,多头,880587,2018/5/8 14:00,2157,2018/5/25 10:30,2210,1,698.72,4601.28,3088929.28,2.13%,1936.34%
1053,Ama_CL,多头,880857,2018/5/10 14:00,918,2018/5/25 10:30,910,1,292.48,-1092.48,3087836.8,-1.19%,1935.15%
1054,Ama_CL,多头,880506,2018/5/23 11:30,1446,2018/5/25 11:30,1411,1,457.12,-3957.12,3083879.68,-2.74%,1932.41%
1055,Ama_CL,多头,880335,2018/5/8 11:30,1188,2018/5/25 14:00,1208,1,383.36,1616.64,3085496.32,1.36%,1933.77%
1056,Ama_CL,多头,880380,2018/5/7 10:30,2665,2018/5/25 14:00,2886,1,888.16,21211.84,3106708.16,7.96%,1941.73%
1057,Ama_CL,多头,880529,2018/5/22 10:30,5260,2018/5/25 14:00,5385,1,1703.2,10796.8,3117504.96,2.05%,1943.79%
1058,Ama_CL,多头,880489,2018/5/24 11:30,1477,2018/5/28 10:30,1435,1,465.92,-4665.92,3112839.04,-3.16%,1940.63%
1059,Ama_CL,多头,880920,2018/5/25 11:30,1715,2018/5/28 10:30,1697,1,545.92,-2345.92,3110493.12,-1.37%,1939.26%
1060,Ama_CL,多头,880591,2018/5/22 15:00,1917,2018/5/28 10:30,1899,1,610.56,-2410.56,3108082.56,-1.26%,1938.00%
1061,Ama_CL,多头,880842,2018/5/9 14:00,2743,2018/5/28 11:30,2748,1,878.56,-378.56,3107704,-0.14%,1937.86%
1062,Ama_CL,多头,880540,2018/5/11 11:30,1355,2018/5/28 14:00,1371,1,436.16,1163.84,3108867.84,0.86%,1938.72%
1063,Ama_CL,多头,880569,2018/5/14 11:30,2267,2018/5/28 14:00,2261,1,724.48,-1324.48,3107543.36,-0.58%,1938.14%
1064,Ama_CL,多头,880913,2018/4/26 15:00,1624,2018/5/28 15:00,1744,1,538.88,11461.12,3119004.48,7.06%,1945.20%
1065,Ama_CL,多头,880310,2018/5/9 10:30,894,2018/5/29 10:30,905,1,287.84,812.16,3119816.64,0.91%,1946.10%
1066,Ama_CL,多头,880944,2018/5/14 15:00,940,2018/5/29 10:30,937,1,300.32,-600.32,3119216.32,-0.64%,1945.47%
1067,Ama_CL,多头,880305,2018/5/9 11:30,1228,2018/5/29 11:30,1257,1,397.6,2502.4,3121718.72,2.04%,1947.50%
1068,Ama_CL,多头,880565,2018/5/23 10:30,5953,2018/5/29 11:30,5809,1,1881.92,-16281.92,3105436.8,-2.74%,1944.77%
1069,Ama_CL,多头,880919,2018/5/8 10:30,1485,2018/5/29 15:00,1501,1,477.76,1122.24,3106559.04,0.76%,1945.52%
1070,Ama_CL,多头,880929,2018/5/7 11:30,1544,2018/5/29 15:00,1526,1,491.2,-2291.2,3104267.84,-1.48%,1944.04%
1071,Ama_CL,多头,880960,2018/5/16 11:30,1102,2018/5/31 10:30,1076,1,348.48,-2948.48,3101319.36,-2.68%,1941.36%
1072,Ama_CL,多头,880927,2018/5/7 11:30,1629,2018/5/31 11:30,1701,1,532.8,6667.2,3107986.56,4.09%,1945.46%
1073,Ama_CL,多头,880572,2018/5/24 14:00,1523,2018/5/31 14:00,1542,1,490.4,1409.6,3109396.16,0.93%,1946.38%
1074,Ama_CL,多头,880557,2018/4/27 15:00,2330,2018/5/31 15:00,2589,1,787.04,25112.96,3134509.12,10.78%,1957.16%
1075,Ama_CL,多头,880599,2018/5/3 11:30,1681,2018/5/31 15:00,1812,1,558.88,12541.12,3147050.24,7.46%,1964.62%
1076,Ama_CL,多头,880400,2018/5/3 11:30,2005,2018/6/1 10:30,2180,1,669.6,16830.4,3163880.64,8.39%,1973.02%
1077,Ama_CL,多头,880355,2018/5/9 11:30,1519,2018/6/1 11:30,1635,1,504.64,11095.36,3174976,7.30%,1980.32%
1078,Ama_CL,多头,880424,2018/5/31 14:00,2041,2018/6/5 10:30,2020,1,649.76,-2749.76,3172226.24,-1.35%,1978.97%
1079,Ama_CL,多头,880923,2018/5/9 15:00,1013,2018/6/5 14:00,1008,1,323.36,-823.36,3171402.88,-0.81%,1978.16%
1080,Ama_CL,多头,880398,2018/2/27 15:00,2537,2018/6/6 11:30,3093,1,900.8,54699.2,3226102.08,21.56%,1999.72%
1081,Ama_CL,多头,880895,2018/6/4 15:00,980,2018/6/6 14:00,985,1,314.4,185.6,3226287.68,0.19%,1999.91%
1082,Ama_CL,多头,880372,2018/5/30 10:30,1966,2018/6/8 15:00,2098,1,650.24,12549.76,3238837.44,6.38%,2006.29%
1083,Ama_CL,多头,880584,2018/6/6 15:00,1449,2018/6/8 15:00,1429,1,460.48,-2460.48,3236376.96,-1.70%,2004.59%
1084,Ama_CL,多头,880943,2018/6/7 14:00,992,2018/6/11 10:30,972,1,314.24,-2314.24,3234062.72,-2.33%,2002.26%
1085,Ama_CL,多头,880902,2018/6/8 10:30,1772,2018/6/11 10:30,1754,1,564.16,-2364.16,3231698.56,-1.33%,2000.93%
1086,Ama_CL,多头,880961,2018/6/5 15:00,961,2018/6/11 11:30,974,1,309.6,990.4,3232688.96,1.03%,2001.96%
1087,Ama_CL,多头,880545,2018/6/8 10:30,2050,2018/6/11 11:30,2021,1,651.36,-3551.36,3229137.6,-1.73%,2000.23%
1088,Ama_CL,多头,880941,2018/5/7 10:30,670,2018/6/12 10:30,691,1,217.76,1882.24,3231019.84,2.81%,2003.04%
1089,Ama_CL,多头,880387,2018/6/13 10:30,3191,2018/6/14 11:30,3114,1,1008.8,-8708.8,3222311.04,-2.73%,2000.31%
1090,Ama_CL,多头,880578,2018/6/4 15:00,2535,2018/6/15 11:30,2678,1,834.08,13465.92,3235776.96,5.31%,2005.62%
1091,Ama_CL,多头,880587,2018/6/5 15:00,2303,2018/6/19 10:30,2280,1,733.28,-3033.28,3232743.68,-1.32%,2004.30%
1092,Ama_CL,多头,880835,2018/6/5 14:00,1752,2018/6/19 10:30,1720,1,555.52,-3755.52,3228988.16,-2.14%,2002.16%
1093,Ama_CL,多头,880380,2018/5/30 10:30,2914,2018/6/19 14:00,2997,1,945.76,7354.24,3236342.4,2.52%,2004.68%
1094,Ama_CL,多头,880547,2018/7/2 10:30,1753,2018/7/2 15:00,1731,1,557.44,-2757.44,3233584.96,-1.57%,2003.11%
1095,Ama_CL,多头,880961,2018/6/29 15:00,861,2018/7/4 10:30,867,1,276.48,323.52,3233908.48,0.38%,2003.48%
1096,Ama_CL,多头,880493,2018/7/3 15:00,1890,2018/7/4 11:30,1871,1,601.76,-2501.76,3231406.72,-1.32%,2002.16%
1097,Ama_CL,多头,880954,2018/6/27 11:30,857,2018/7/5 10:30,866,1,275.68,624.32,3232031.04,0.73%,2002.89%
1098,Ama_CL,多头,880585,2018/6/26 14:00,968,2018/7/6 10:30,964,1,309.12,-709.12,3231321.92,-0.73%,2002.16%
1099,Ama_CL,多头,880895,2018/7/9 10:30,895,2018/7/10 15:00,912,1,289.12,1410.88,3232732.8,1.58%,2003.73%
1100,Ama_CL,多头,880553,2018/7/10 14:00,1017,2018/7/11 10:30,1001,1,322.88,-1922.88,3230809.92,-1.89%,2001.84%
1101,Ama_CL,多头,880894,2018/7/11 10:30,879,2018/7/12 11:30,894,1,283.68,1216.32,3232026.24,1.38%,2003.23%
1102,Ama_CL,多头,880421,2018/7/11 10:30,1120,2018/7/12 14:00,1129,1,359.84,540.16,3232566.4,0.48%,2003.71%
1103,Ama_CL,多头,880550,2018/7/10 14:00,1959,2018/7/12 14:00,1968,1,628.32,271.68,3232838.08,0.14%,2003.85%
1104,Ama_CL,多头,880546,2018/6/27 15:00,1711,2018/7/12 15:00,1780,1,558.56,6341.44,3239179.52,3.71%,2007.55%
1105,Ama_CL,多头,880430,2018/7/2 15:00,1069,2018/7/12 15:00,1117,1,349.76,4450.24,3243629.76,4.16%,2011.72%
1106,Ama_CL,多头,880437,2018/7/11 10:30,828,2018/7/12 15:00,836,1,266.24,533.76,3244163.52,0.64%,2012.36%
1107,Ama_CL,多头,880901,2018/6/28 10:30,2011,2018/7/12 15:00,2114,1,660,9640,3253803.52,4.79%,2017.15%
1108,Ama_CL,多头,880545,2018/6/27 14:00,1804,2018/7/12 15:00,1898,1,592.32,8807.68,3262611.2,4.88%,2022.04%
1109,Ama_CL,多头,880895,2018/7/12 14:00,929,2018/7/16 10:30,929,1,297.28,-297.28,3262313.92,-0.32%,2021.72%
1110,Ama_CL,多头,880845,2018/7/12 11:30,2468,2018/7/16 10:30,2438,1,784.96,-3784.96,3258528.96,-1.53%,2020.18%
1111,Ama_CL,多头,880826,2018/7/12 14:00,1464,2018/7/16 10:30,1446,1,465.6,-2265.6,3256263.36,-1.55%,2018.64%
1112,Ama_CL,多头,880471,2018/7/11 10:30,1633,2018/7/16 14:00,1646,1,524.64,775.36,3257038.72,0.47%,2019.11%
1113,Ama_CL,多头,880448,2018/7/12 15:00,2716,2018/7/17 10:30,2691,1,865.12,-3365.12,3253673.6,-1.24%,2017.87%
1114,Ama_CL,多头,880400,2018/7/16 10:30,2039,2018/7/17 10:30,2022,1,649.76,-2349.76,3251323.84,-1.15%,2016.72%
1115,Ama_CL,多头,880380,2018/7/16 11:30,2989,2018/7/17 11:30,2932,1,947.36,-6647.36,3244676.48,-2.22%,2014.49%
1116,Ama_CL,多头,880529,2018/7/11 10:30,4299,2018/7/17 14:00,4372,1,1387.36,5912.64,3250589.12,1.38%,2015.87%
1117,Ama_CL,多头,880829,2018/7/11 14:00,1405,2018/7/17 15:00,1403,1,449.28,-649.28,3249939.84,-0.46%,2015.41%
1118,Ama_CL,多头,880575,2018/7/16 11:30,1242,2018/7/17 15:00,1251,1,398.88,501.12,3250440.96,0.40%,2015.81%
1119,Ama_CL,多头,880577,2018/7/11 10:30,3182,2018/7/18 10:30,3301,1,1037.28,10862.72,3261303.68,3.41%,2019.23%
1120,Ama_CL,多头,880961,2018/7/9 15:00,867,2018/7/18 10:30,904,1,283.36,3416.64,3264720.32,3.94%,2023.17%
1121,Ama_CL,多头,880954,2018/7/16 14:00,888,2018/7/18 10:30,889,1,284.32,-184.32,3264536,-0.21%,2022.96%
1122,Ama_CL,多头,880597,2018/7/16 10:30,1381,2018/7/18 11:30,1382,1,442.08,-342.08,3264193.92,-0.25%,2022.71%
1123,Ama_CL,多头,880372,2018/7/11 10:30,1884,2018/7/18 14:00,1947,1,612.96,5687.04,3269880.96,3.02%,2025.73%
1124,Ama_CL,多头,880960,2018/7/12 11:30,1000,2018/7/18 14:00,1021,1,323.36,1776.64,3271657.6,1.78%,2027.51%
1125,Ama_CL,多头,880909,2018/7/16 11:30,976,2018/7/19 10:30,966,1,310.72,-1310.72,3270346.88,-1.34%,2026.16%
1126,Ama_CL,多头,880546,2018/7/17 11:30,1795,2018/7/19 10:30,1775,1,571.2,-2571.2,3267775.68,-1.43%,2024.73%
1127,Ama_CL,多头,880455,2018/7/11 10:30,731,2018/7/19 10:30,745,1,236.16,1163.84,3268939.52,1.59%,2026.32%
1128,Ama_CL,多头,880398,2018/7/17 15:00,2900,2018/7/19 10:30,2865,1,922.4,-4422.4,3264517.12,-1.52%,2024.80%
1129,Ama_CL,多头,880557,2018/7/13 10:30,2413,2018/7/19 10:30,2391,1,768.64,-2968.64,3261548.48,-1.23%,2023.57%
1130,Ama_CL,多头,880534,2018/7/13 14:00,1228,2018/7/19 10:30,1213,1,390.56,-1890.56,3259657.92,-1.54%,2022.03%
1131,Ama_CL,多头,880599,2018/7/16 10:30,1674,2018/7/19 11:30,1637,1,529.76,-4229.76,3255428.16,-2.53%,2019.50%
1132,Ama_CL,多头,880571,2018/7/17 11:30,1500,2018/7/19 14:00,1500,1,480,-480,3254948.16,-0.32%,2019.18%
1133,Ama_CL,多头,880928,2018/7/13 10:30,1333,2018/7/19 14:00,1312,1,423.2,-2523.2,3252424.96,-1.89%,2017.29%
1134,Ama_CL,多头,880913,2018/7/11 14:00,1565,2018/7/20 10:30,1568,1,501.28,-201.28,3252223.68,-0.13%,2017.16%
1135,Ama_CL,多头,880835,2018/7/13 15:00,1656,2018/7/20 10:30,1625,1,524.96,-3624.96,3248598.72,-2.19%,2014.97%
1136,Ama_CL,多头,880351,2018/7/13 11:30,1143,2018/7/20 15:00,1163,1,368.96,1631.04,3250229.76,1.43%,2016.40%
1137,Ama_CL,多头,880424,2018/7/11 10:30,1871,2018/7/23 11:30,2000,1,619.36,12280.64,3262510.4,6.56%,2022.96%
1138,Ama_CL,多头,880355,2018/7/17 11:30,1401,2018/7/24 11:30,1417,1,450.88,1149.12,3263659.52,0.82%,2023.78%
1139,Ama_CL,多头,880472,2018/7/24 11:30,1083,2018/7/24 14:00,1073,1,344.96,-1344.96,3262314.56,-1.24%,2022.54%
1140,Ama_CL,多头,880895,2018/7/20 15:00,937,2018/7/25 10:30,958,1,303.2,1796.8,3264111.36,1.92%,2024.46%
1141,Ama_CL,多头,880432,2018/7/23 15:00,1389,2018/7/26 10:30,1438,1,452.32,4447.68,3268559.04,3.20%,2027.66%
1142,Ama_CL,多头,880456,2018/7/24 14:00,1572,2018/7/26 10:30,1566,1,502.08,-1102.08,3267456.96,-0.70%,2026.96%
1143,Ama_CL,多头,880553,2018/7/24 10:30,1043,2018/7/26 10:30,1060,1,336.48,1363.52,3268820.48,1.31%,2028.27%
1144,Ama_CL,多头,880909,2018/7/25 10:30,998,2018/7/26 11:30,988,1,317.76,-1317.76,3267502.72,-1.32%,2026.95%
1145,Ama_CL,多头,880476,2018/7/23 11:30,1216,2018/7/26 11:30,1308,1,403.84,8796.16,3276298.88,7.23%,2034.18%
1146,Ama_CL,多头,880452,2018/7/25 10:30,1088,2018/7/26 11:30,1073,1,345.76,-1845.76,3274453.12,-1.70%,2032.48%
1147,Ama_CL,多头,880961,2018/7/23 14:00,902,2018/7/26 11:30,901,1,288.48,-388.48,3274064.64,-0.43%,2032.05%
1148,Ama_CL,多头,880594,2018/7/23 14:00,1431,2018/7/26 11:30,1487,1,466.88,5133.12,3279197.76,3.59%,2035.64%
1149,Ama_CL,多头,880550,2018/7/24 10:30,2051,2018/7/26 14:00,2071,1,659.52,1340.48,3280538.24,0.65%,2036.29%
1150,Ama_CL,多头,880956,2018/7/23 11:30,872,2018/7/26 14:00,877,1,279.84,220.16,3280758.4,0.25%,2036.54%
1151,Ama_CL,多头,880910,2018/7/10 14:00,1356,2018/7/26 15:00,1388,1,439.04,2760.96,3283519.36,2.04%,2038.58%
1152,Ama_CL,多头,880926,2018/7/24 11:30,870,2018/7/26 15:00,875,1,279.2,220.8,3283740.16,0.25%,2038.83%
1153,Ama_CL,多头,880547,2018/7/24 10:30,1813,2018/7/26 15:00,1803,1,578.56,-1578.56,3282161.6,-0.87%,2037.96%
1154,Ama_CL,多头,880577,2018/7/24 15:00,3369,2018/7/26 15:00,3306,1,1068,-7368,3274793.6,-2.19%,2035.78%
1155,Ama_CL,多头,880894,2018/7/24 11:30,927,2018/7/26 15:00,923,1,296,-696,3274097.6,-0.75%,2035.03%
1156,Ama_CL,多头,880563,2018/7/18 14:00,2258,2018/7/26 15:00,2324,1,733.12,5866.88,3279964.48,2.60%,2037.62%
1157,Ama_CL,多头,880507,2018/7/23 15:00,1021,2018/7/26 15:00,1027,1,327.68,272.32,3280236.8,0.27%,2037.89%
1158,Ama_CL,多头,880911,2018/7/25 10:30,1382,2018/7/27 10:30,1361,1,438.88,-2538.88,3277697.92,-1.84%,2036.05%
1159,Ama_CL,多头,880505,2018/7/25 11:30,449,2018/7/27 10:30,442,1,142.56,-842.56,3276855.36,-1.88%,2034.18%
1160,Ama_CL,多头,880482,2018/7/24 14:00,1401,2018/7/27 10:30,1382,1,445.28,-2345.28,3274510.08,-1.67%,2032.50%
1161,Ama_CL,多头,880907,2018/7/16 10:30,1544,2018/7/27 10:30,1536,1,492.8,-1292.8,3273217.28,-0.84%,2031.67%
1162,Ama_CL,多头,880513,2018/7/24 14:00,1233,2018/7/27 10:30,1220,1,392.48,-1692.48,3271524.8,-1.37%,2030.29%
1163,Ama_CL,多头,880949,2018/7/23 15:00,768,2018/7/27 10:30,774,1,246.72,353.28,3271878.08,0.46%,2030.75%
1164,Ama_CL,多头,880533,2018/7/23 15:00,1192,2018/7/27 10:30,1194,1,381.76,-181.76,3271696.32,-0.15%,2030.60%
1165,Ama_CL,多头,880954,2018/7/24 10:30,911,2018/7/27 10:30,899,1,289.6,-1489.6,3270206.72,-1.64%,2028.97%
1166,Ama_CL,多头,880437,2018/7/24 14:00,859,2018/7/27 11:30,849,1,273.28,-1273.28,3268933.44,-1.48%,2027.48%
1167,Ama_CL,多头,880575,2018/7/24 10:30,1294,2018/7/27 11:30,1312,1,416.96,1383.04,3270316.48,1.07%,2028.55%
1168,Ama_CL,多头,880917,2018/7/24 11:30,1469,2018/7/27 14:00,1471,1,470.4,-270.4,3270046.08,-0.18%,2028.37%
1169,Ama_CL,多头,880571,2018/7/24 15:00,1549,2018/7/27 14:00,1544,1,494.88,-994.88,3269051.2,-0.64%,2027.73%
1170,Ama_CL,多头,880946,2018/7/13 15:00,686,2018/7/27 14:00,710,1,223.36,2176.64,3271227.84,3.17%,2030.90%
1171,Ama_CL,多头,880520,2018/7/16 15:00,969,2018/7/27 14:00,992,1,313.76,1986.24,3273214.08,2.05%,2032.95%
1172,Ama_CL,多头,880421,2018/7/24 11:30,1159,2018/7/27 15:00,1169,1,372.48,627.52,3273841.6,0.54%,2033.49%
1173,Ama_CL,多头,880930,2018/7/17 11:30,1206,2018/7/27 15:00,1212,1,386.88,213.12,3274054.72,0.18%,2033.67%
1174,Ama_CL,多头,880491,2018/7/24 10:30,1217,2018/7/30 10:30,1195,1,385.92,-2585.92,3271468.8,-2.12%,2031.54%
1175,Ama_CL,多头,880455,2018/7/24 11:30,775,2018/7/30 10:30,776,1,248.16,-148.16,3271320.64,-0.19%,2031.35%
1176,Ama_CL,多头,880446,2018/7/11 10:30,800,2018/7/30 10:30,831,1,260.96,2839.04,3274159.68,3.55%,2034.90%
1177,Ama_CL,多头,880351,2018/7/27 10:30,1184,2018/7/30 10:30,1166,1,376,-2176,3271983.68,-1.84%,2033.06%
1178,Ama_CL,多头,880587,2018/7/11 10:30,2197,2018/7/30 11:30,2383,1,732.8,17867.2,3289850.88,8.13%,2041.19%
1179,Ama_CL,多头,880546,2018/7/23 14:00,1834,2018/7/30 11:30,1813,1,583.52,-2683.52,3287167.36,-1.46%,2039.73%
1180,Ama_CL,多头,880490,2018/7/17 14:00,1291,2018/7/30 11:30,1279,1,411.2,-1611.2,3285556.16,-1.25%,2038.48%
1181,Ama_CL,多头,880901,2018/7/23 15:00,2147,2018/7/30 11:30,2078,1,676,-7576,3277980.16,-3.53%,2034.95%
1182,Ama_CL,多头,880582,2018/7/23 15:00,1075,2018/7/30 11:30,1102,1,348.32,2351.68,3280331.84,2.19%,2037.14%
1183,Ama_CL,多头,880574,2018/7/16 14:00,1936,2018/7/30 11:30,1885,1,611.36,-5711.36,3274620.48,-2.95%,2034.19%
1184,Ama_CL,多头,880549,2018/7/24 11:30,938,2018/7/30 11:30,940,1,300.48,-100.48,3274520,-0.11%,2034.09%
1185,Ama_CL,多头,880537,2018/7/24 14:00,770,2018/7/30 14:00,771,1,246.56,-146.56,3274373.44,-0.19%,2033.89%
1186,Ama_CL,多头,880335,2018/7/11 15:00,1037,2018/7/30 14:00,1087,1,339.84,4660.16,3279033.6,4.49%,2038.39%
1187,Ama_CL,多头,880584,2018/7/16 14:00,1309,2018/7/30 14:00,1337,1,423.36,2376.64,3281410.24,1.82%,2040.20%
1188,Ama_CL,多头,880572,2018/7/13 14:00,1270,2018/7/30 14:00,1273,1,406.88,-106.88,3281303.36,-0.08%,2040.12%
1189,Ama_CL,多头,880506,2018/7/16 15:00,1148,2018/7/30 14:00,1138,1,365.76,-1365.76,3279937.6,-1.19%,2038.93%
1190,Ama_CL,多头,880578,2018/7/11 10:30,2457,2018/7/30 14:00,2725,1,829.12,25970.88,3305908.48,10.57%,2049.50%
1191,Ama_CL,多头,880540,2018/7/17 11:30,1260,2018/7/30 15:00,1270,1,404.8,595.2,3306503.68,0.47%,2049.97%
